field,SNID,RA_deg,DEC_deg,z_cmb,peakmag_Z
ELAIS-N1,2668054,243.13500,55.20370,1.4191,25.231
ELAIS-N1,3022960,240.35726,54.42489,1.4214,25.819
ELAIS-N1,1232046,241.13622,54.29292,0.6918,23.816
ELAIS-N1,421651,243.40006,53.13911,1.2068,24.623
ELAIS-N1,706122,244.45712,53.84867,1.4286,25.521
ELAIS-N1,1879969,242.10731,55.75386,1.6399,25.756
ELAIS-N1,2004204,243.94436,53.46400,1.1481,24.924
ELAIS-N1,1345158,239.55072,53.94477,0.8568,24.157
ELAIS-N1,120574,239.76134,55.75386,0.6646,23.483
ELAIS-N1,906868,240.34884,55.59846,1.8131,26.493
ELAIS-N1,2279898,245.61642,54.50884,0.6487,23.162
ELAIS-N1,2917587,242.33070,53.28354,1.2006,24.732
ELAIS-N1,527629,244.18851,55.49084,1.0216,24.030
ELAIS-N1,1163710,239.69812,54.83247,1.0186,24.784
ELAIS-N1,1441443,243.36645,54.36491,0.0892,19.757
ELAIS-N1,2240201,243.62069,53.96879,1.5729,25.456
ELAIS-N1,60722,245.74478,53.82464,0.6343,23.503
ELAIS-N1,2549106,243.82906,54.20891,1.7053,26.399
ELAIS-N1,1202857,240.89203,55.08399,1.3049,24.546
ELAIS-N1,2161814,243.13499,54.40090,1.1558,24.257
ELAIS-N1,578342,244.36632,55.78971,1.4627,26.126
ELAIS-N1,1028218,243.22402,55.52672,0.9248,24.015
ELAIS-N1,1811767,244.49422,53.83666,0.8907,23.799
ELAIS-N1,720544,243.41444,54.46087,1.8101,26.415
ELAIS-N1,1135806,242.81674,54.07687,1.3825,24.733
ELAIS-N1,507034,243.82440,54.91633,2.0431,27.242
ELAIS-N1,2541028,241.05290,55.81361,1.5008,26.001
ELAIS-N1,2074573,241.31951,55.59846,0.8944,23.885
ELAIS-N1,2796648,242.41699,54.34091,1.5768,25.851
ELAIS-N1,135169,242.62451,54.10088,1.4201,26.096
ELAIS-N1,718375,240.11566,55.40712,1.7981,26.150
ELAIS-N1,881529,241.33989,53.99281,0.5618,22.983
ELAIS-N1,474244,242.79037,52.56075,1.0977,24.249
ELAIS-N1,3167883,242.38134,54.54481,0.7466,23.355
ELAIS-N1,1385622,244.64519,54.50884,1.4402,25.852
ELAIS-N1,2335438,243.30108,54.61675,0.8670,23.906
ELAIS-N1,2408698,241.89176,54.95227,1.9388,27.015
ELAIS-N1,470823,241.42564,53.19930,0.4698,22.441
ELAIS-N1,1450765,243.35352,54.54481,1.7318,26.289
ELAIS-N1,2580466,242.87771,54.11289,1.2726,24.951
ELAIS-N1,1719239,242.40019,53.03074,1.3116,25.491
ELAIS-N1,2821502,240.95824,52.69338,0.7619,23.769
ELAIS-N1,2657055,242.38636,52.65721,0.8889,24.035
ELAIS-N1,2490640,243.06751,54.41289,1.2190,24.843
ELAIS-N1,2608093,242.69646,54.55680,2.2384,-9.000
ELAIS-N1,406570,244.59726,55.29944,0.5248,22.528
ELAIS-N1,556404,241.68257,54.72463,1.6776,26.039
ELAIS-N1,2077513,240.71359,54.12489,1.9465,27.507
ELAIS-N1,2752767,242.98515,54.84446,1.5073,25.553
ELAIS-N1,2883415,240.65283,55.63433,2.0134,26.828
ELAIS-N1,1915385,242.93523,56.18385,0.7415,23.464
ELAIS-N1,73754,240.54409,55.14385,0.8309,24.053
ELAIS-N1,2649339,243.01236,56.24353,1.6869,26.186
ELAIS-N1,1670618,242.94904,53.05482,0.4373,22.348
ELAIS-N1,2282581,243.96945,53.88471,1.7681,26.401
ELAIS-N1,2771160,242.81771,54.47286,2.2751,-9.000
ELAIS-N1,1805225,243.17561,54.30492,2.0637,27.185
ELAIS-N1,1824126,241.92102,53.06687,1.1755,24.162
ELAIS-N1,2580192,243.06452,54.37690,2.2437,-9.000
ELAIS-N1,3313806,240.32222,53.77658,1.3753,25.086
ELAIS-N1,1585034,242.65329,53.82464,0.9985,24.408
ELAIS-N1,3194259,244.20640,55.21567,2.1095,26.634
ELAIS-N1,87810,244.76380,53.60830,1.7001,26.171
ELAIS-N1,485669,243.13768,55.11991,2.1336,-9.000
ELAIS-N1,203227,241.75425,53.75254,1.5722,26.087
ELAIS-N1,1200821,240.72996,53.47603,0.9422,23.700
ELAIS-N1,274191,245.06219,54.54481,1.2017,24.726
ELAIS-N1,1128392,242.43859,54.07687,1.8803,27.743
ELAIS-N1,2110720,244.48739,54.10088,1.0621,23.911
ELAIS-N1,167623,243.18756,53.19930,0.8184,24.048
ELAIS-N1,1023940,242.53356,52.76570,1.3099,24.846
ELAIS-N1,2024431,245.69791,55.09596,0.9493,23.871
ELAIS-N1,2627720,244.64895,55.31140,1.6573,26.343
ELAIS-N1,1862304,241.68522,55.63433,1.5644,25.685
ELAIS-N1,465733,243.03841,54.65271,0.9583,23.904
ELAIS-N1,2743869,243.98028,54.07687,2.0300,27.934
ELAIS-N1,2120831,242.70996,54.34091,1.3418,24.904
ELAIS-N1,1563247,243.70640,54.05285,1.1550,24.298
ELAIS-N1,1693747,242.74124,54.89238,1.8428,27.485
ELAIS-N1,291609,243.26249,52.52457,1.3263,24.921
ELAIS-N1,3104490,241.13615,53.65639,1.3225,24.961
ELAIS-N1,352124,243.60691,54.72463,1.0313,24.145
ELAIS-N1,1433842,243.08023,53.51211,1.4712,25.135
ELAIS-N1,472093,243.12971,54.56879,1.4459,25.058
ELAIS-N1,1299870,240.03429,54.46087,1.4728,25.541
ELAIS-N1,10440,242.14003,54.78455,0.9095,24.142
ELAIS-N1,2315457,239.54412,54.48485,0.4011,21.992
ELAIS-N1,2775229,240.49389,52.93439,0.8935,24.217
ELAIS-N1,2576841,243.92729,54.40090,2.3966,-9.000
ELAIS-N1,2145341,243.46191,54.02884,1.0605,24.245
ELAIS-N1,2433879,243.91784,53.66841,1.7875,25.910
ELAIS-N1,1987898,243.63621,55.21567,1.3231,25.029
ELAIS-N1,1818969,240.55812,54.76058,1.0372,24.267
ELAIS-N1,739381,242.58586,55.21567,0.7868,23.816
ELAIS-N1,1751860,241.85334,53.81263,1.0111,24.283
ELAIS-N1,1077877,243.17479,54.74860,1.3226,24.935
ELAIS-N1,2196945,241.54770,55.72996,0.5749,22.825
ELAIS-N1,941740,242.75025,54.88040,0.5552,23.405
ELAIS-N1,1090219,243.64920,55.93308,1.7673,26.028
ELAIS-N1,3111080,245.37548,53.33167,1.4200,25.351
ELAIS-N1,2530457,244.14894,55.67019,1.5141,25.291
ELAIS-N1,206557,242.89028,55.76581,0.8492,24.177
ELAIS-N1,2515289,241.99321,54.08887,0.5008,22.622
ELAIS-N1,561988,242.07532,53.12707,1.9645,26.200
ELAIS-N1,2704049,240.58617,55.27551,0.6051,23.212
ELAIS-N1,346119,240.39628,54.41289,0.5973,22.759
ELAIS-N1,2806228,242.79719,54.46087,1.0558,24.065
ELAIS-N1,535677,240.68026,54.42489,1.8329,25.788
ELAIS-N1,1128176,240.89829,53.33167,0.3045,21.969
ELAIS-N1,663053,239.39701,55.08399,0.6876,23.706
ELAIS-N1,3205851,243.76453,54.05285,1.0498,23.962
ELAIS-N1,1733348,239.10029,54.59277,0.9588,24.120
ELAIS-N1,1486866,244.91112,54.07687,1.5182,25.382
ELAIS-N1,435343,243.41961,56.19579,0.6379,23.391
ELAIS-N1,966731,243.05629,54.74860,2.4730,-9.000
ELAIS-N1,1688132,242.98757,56.43445,1.3389,24.502
ELAIS-N1,368266,243.81900,55.33533,0.6304,23.552
ELAIS-N1,1273340,241.80844,53.68043,1.2622,24.612
ELAIS-N1,3097874,245.30879,55.83751,0.9524,24.011
ELAIS-N1,1977397,240.60040,54.92831,1.6290,25.555
ELAIS-N1,1935830,243.10465,55.08399,1.8480,26.809
ELAIS-N1,175780,243.65285,56.45831,0.7963,24.001
ELAIS-N1,343168,242.74827,53.01870,1.5177,26.355
ELAIS-N1,737287,243.95305,56.18385,1.2453,24.578
ELAIS-N1,2955820,241.05152,54.40090,1.3933,24.512
ELAIS-N1,2145084,240.40444,56.04057,1.3982,25.121
ELAIS-N1,523123,243.70771,52.89825,1.8073,26.287
ELAIS-N1,1600368,242.48969,56.27934,1.4392,25.387
ELAIS-N1,2163661,239.61737,54.04085,1.2065,25.268
ELAIS-N1,492839,242.81555,54.31692,1.2964,24.681
ELAIS-N1,1642406,245.64274,54.42489,1.4334,25.692
ELAIS-N1,591009,244.92898,53.18726,1.0347,24.119
ELAIS-N1,2674641,243.43728,56.37480,0.9079,24.024
ELAIS-N1,1437575,242.17614,54.89238,2.0608,27.927
ELAIS-N1,479446,239.81689,54.83247,0.6813,23.534
ELAIS-N1,950355,239.66986,53.58426,0.4699,22.204
ELAIS-N1,137196,244.05933,53.37980,1.2050,24.292
ELAIS-N1,2054866,243.36823,53.95678,1.1075,24.433
ELAIS-N1,796160,240.25596,53.93276,1.7097,26.093
ELAIS-N1,816589,242.58070,55.14385,1.0383,24.547
ELAIS-N1,2261995,242.25465,54.40090,1.3089,24.941
ELAIS-N1,353041,244.73200,54.04085,0.7398,23.171
ELAIS-N1,2471084,239.44426,54.60476,1.0748,24.182
ELAIS-N1,2416723,242.24728,54.76058,2.1914,-9.000
ELAIS-N1,1472110,242.80204,54.65271,0.5355,22.881
ELAIS-N1,2551832,242.23960,53.99281,0.7298,23.510
ELAIS-N1,85687,244.66570,54.05285,1.4074,25.323
ELAIS-N1,2821695,241.54368,54.94029,0.8292,23.491
ELAIS-N1,2887593,243.35621,53.60830,0.5816,22.961
ELAIS-N1,60774,244.29218,55.43104,1.3055,25.279
ELAIS-N1,2351713,243.09958,54.32891,1.4889,25.564
ELAIS-N1,328347,244.25866,54.13690,1.7546,26.802
ELAIS-N1,175996,242.25685,54.43688,1.2823,24.469
ELAIS-N1,3142418,241.69101,53.41589,0.9280,23.854
ELAIS-N1,411764,241.96513,53.00665,1.3488,25.051
ELAIS-N1,234740,243.63293,54.68867,1.8309,26.276
ELAIS-N1,2430867,242.78306,53.36777,1.6706,26.113
ELAIS-N1,3186056,243.40171,54.64073,2.1655,-9.000
ELAIS-N1,1971836,242.90816,54.74860,1.6216,26.551
ELAIS-N1,1846569,240.20522,53.48806,1.7343,26.466
ELAIS-N1,1063854,242.48529,54.48485,2.8462,-9.000
ELAIS-N1,320722,244.61124,54.47286,2.0893,26.931
ELAIS-N1,644551,243.62745,52.64516,1.0484,23.922
ELAIS-N1,1994481,240.29365,53.81263,1.1601,24.237
ELAIS-N1,1613779,240.37055,54.77256,1.6688,25.623
ELAIS-N1,693858,241.55448,55.19173,0.9324,24.272
ELAIS-N1,1454431,243.33388,54.65271,0.6850,23.360
ELAIS-N1,837104,241.13181,53.51211,0.7384,23.453
ELAIS-N1,207020,241.74191,52.65721,1.6247,25.665
ELAIS-N1,2881032,244.25328,55.52672,1.5072,25.332
ELAIS-N1,1510407,241.34211,52.44014,1.1077,24.414
ELAIS-N1,645214,242.54213,54.17291,0.4974,22.511
ELAIS-N1,2279485,240.04278,53.33167,1.0136,23.862
ELAIS-N1,1785117,242.80378,53.77658,1.4395,26.321
ELAIS-N1,466241,242.16065,53.63235,1.3377,24.945
ELAIS-N1,667438,244.15680,54.70066,1.0442,24.025
ELAIS-N1,2454567,239.61255,55.43104,1.6958,26.117
ELAIS-N1,2171047,244.34342,55.10794,1.1698,24.808
ELAIS-N1,1703669,239.25420,54.76058,0.6893,23.857
ELAIS-N1,3135407,240.98799,54.22092,1.1839,24.346
ELAIS-N1,2542815,240.22568,55.31140,1.5351,25.163
ELAIS-N1,2025959,243.81052,54.02884,1.7054,26.013
ELAIS-N1,2680928,241.53959,54.37690,1.7507,26.456
ELAIS-N1,1109553,240.63173,54.44887,1.7326,26.140
ELAIS-N1,389566,239.82027,54.14890,1.4679,25.589
ELAIS-N1,1224461,241.38034,52.99461,1.7079,25.720
ELAIS-N1,924946,241.57001,56.23160,0.6566,23.104
ELAIS-N1,2853660,241.07776,54.62874,2.4458,-9.000
ELAIS-N1,1366652,243.97187,54.08887,0.7723,23.813
ELAIS-N1,1651288,243.19706,56.12416,1.3253,25.560
ELAIS-N1,3011646,243.53370,54.17291,1.9867,27.526
ELAIS-N1,1266653,242.46313,54.59277,0.7008,23.636
ELAIS-N1,188100,242.18637,54.56879,0.6914,22.993
ELAIS-N1,933586,240.18884,55.93308,0.9983,24.837
ELAIS-N1,126890,245.22439,54.30492,1.7843,25.958
ELAIS-N1,2344105,244.49755,54.42489,1.7987,26.126
ELAIS-N1,2571265,245.73875,54.41289,1.5304,25.510
ELAIS-N1,676712,240.36447,53.17522,1.3645,25.076
ELAIS-N1,3266224,243.56362,54.98820,1.6647,26.292
ELAIS-N1,2130458,240.02441,54.32891,1.0374,23.961
ELAIS-N1,311608,243.48689,54.60476,0.9372,23.877
ELAIS-N1,2171851,241.05634,52.86210,1.8868,26.214
ELAIS-N1,2911009,241.32572,54.95227,2.0782,28.184
ELAIS-N1,2685258,242.77401,55.83751,0.9592,23.934
ELAIS-N1,1288097,241.89459,53.29558,0.9209,24.067
ELAIS-N1,707726,243.18182,54.37690,0.7098,23.596
ELAIS-N1,2791008,241.97848,52.71749,0.9466,23.768
ELAIS-N1,1106547,243.77633,55.31140,1.0734,24.356
ELAIS-N1,3306241,242.32030,54.97622,1.2354,25.255
ELAIS-N1,1630729,240.38814,54.56879,0.7899,23.976
ELAIS-N1,1934935,240.87986,52.94643,1.0120,24.086
ELAIS-N1,1242023,244.23193,55.34730,1.5895,25.611
ELAIS-N1,2887168,243.40349,56.13610,1.9625,27.239
ELAIS-N1,2212119,243.95869,56.05252,1.6972,25.591
ELAIS-N1,3021443,242.39290,53.66841,1.2099,25.006
ELAIS-N1,386088,240.60425,53.96879,0.2652,21.607
ELAIS-N1,2759126,244.94196,56.05252,0.7073,23.426
ELAIS-N1,914397,240.38187,55.84946,0.9366,24.239
ELAIS-N1,2990285,241.03631,53.86068,0.7071,22.977
ELAIS-N1,2798719,243.52143,55.37123,0.9712,24.037
ELAIS-N1,86347,243.85174,54.05285,1.6226,26.704
ELAIS-N1,1244681,239.56143,54.67669,0.4827,22.792
ELAIS-N1,3189002,242.80666,52.65721,1.1115,24.418
ELAIS-N1,1251156,243.58430,55.89724,1.5436,25.573
ELAIS-N1,2047164,242.06947,54.41289,1.7980,26.717
ELAIS-N1,935713,244.14551,54.34091,1.4199,25.076
ELAIS-N1,1223354,241.13003,56.31514,0.8363,23.620
ELAIS-N1,1415848,241.16408,53.31964,0.6988,23.423
ELAIS-N1,314992,245.33523,55.40712,1.1511,23.857
ELAIS-N1,221716,239.62131,54.60476,1.1287,24.573
ELAIS-N1,204366,243.77942,52.95848,1.3109,24.819
ELAIS-N1,1133208,242.08252,54.12489,1.2267,25.042
ELAIS-N1,997988,243.00000,55.26354,0.8489,24.173
ELAIS-N1,761927,243.21815,54.56879,1.5914,25.194
ELAIS-N1,2504606,242.98319,52.64516,1.5670,26.299
ELAIS-N1,2635142,245.65007,55.29944,0.8691,23.761
ELAIS-N1,754268,243.77493,55.10794,1.3473,25.229
ELAIS-N1,2295140,244.97712,54.49685,1.2450,24.382
ELAIS-N1,780840,241.26259,54.28092,1.2431,24.927
ELAIS-N1,3266033,243.28220,55.61042,1.6844,25.577
ELAIS-N1,1285386,242.70050,55.14385,1.4515,25.514
ELAIS-N1,2965341,241.40359,53.11503,0.9707,24.278
ELAIS-N1,2811268,240.67742,55.86140,0.9753,24.584
ELAIS-N1,798875,244.11716,55.04807,1.4733,25.335
ELAIS-N1,1337949,240.21930,54.26892,1.5561,25.210
ELAIS-N1,1547668,243.62742,55.22764,0.6841,23.258
ELAIS-N1,2448478,242.09562,54.18491,2.1692,-9.000
ELAIS-N1,2565005,240.87793,55.32337,1.6135,26.126
ELAIS-N1,881373,242.03954,53.87270,2.5198,-9.000
ELAIS-N1,763214,243.60605,54.31692,1.1843,24.252
ELAIS-N1,731094,243.55038,53.33167,0.7633,23.112
ELAIS-N1,1837424,242.57211,53.34371,0.8410,23.931
ELAIS-N1,550031,241.38806,55.02412,1.8659,26.241
ELAIS-N1,1479000,242.54261,52.47633,0.9990,24.113
ELAIS-N1,1639032,242.14497,54.70066,1.1590,24.264
ELAIS-N1,1937222,241.22855,54.13690,1.1813,24.547
ELAIS-N1,575914,241.47583,56.19579,0.4365,22.421
ELAIS-N1,1302256,243.04530,55.44300,1.2605,25.359
ELAIS-N1,905547,241.86753,55.06005,0.4712,22.552
ELAIS-N1,1339325,242.01792,54.36491,1.7319,26.295
ELAIS-N1,416525,241.10812,53.35574,1.0505,24.133
ELAIS-N1,2065327,245.60874,55.22764,1.6408,25.816
ELAIS-N1,964621,238.87948,55.06005,0.6596,23.639
ELAIS-N1,2417168,241.30117,54.26892,2.5897,-9.000
ELAIS-N1,3180382,242.88837,52.50045,1.0307,23.968
ELAIS-N1,3110132,244.66954,53.62033,1.9941,26.776
ELAIS-N1,945563,242.06746,54.02884,1.5965,26.466
ELAIS-N1,2232834,242.45410,54.60476,1.5631,25.726
ELAIS-N1,2873793,244.60426,55.11991,1.1880,24.504
ELAIS-N1,2509796,241.23512,54.91633,1.3968,24.982
ELAIS-N1,2271218,241.91989,53.60830,2.2339,-9.000
ELAIS-N1,3008026,243.17641,53.86068,1.8601,27.075
ELAIS-N1,2955149,244.03677,54.32891,0.8775,23.685
ELAIS-N1,253916,241.55325,54.70066,2.4632,-9.000
ELAIS-N1,1047708,244.34522,56.19579,1.2801,24.599
ELAIS-N1,171182,242.15025,52.94643,1.6688,25.309
ELAIS-N1,2393250,240.17675,53.52413,0.9549,23.689
ELAIS-N1,773020,241.19241,54.22092,0.9740,23.834
ELAIS-N1,281852,243.53392,56.00475,1.4150,25.310
ELAIS-N1,591753,242.83213,54.53282,0.9164,24.122
ELAIS-N1,1466924,241.95505,54.10088,0.8559,23.734
ELAIS-N1,1773679,243.62991,54.85644,2.5852,-9.000
ELAIS-N1,1847296,241.70388,54.12489,1.7205,25.131
ELAIS-N1,305099,242.00421,54.11289,2.5665,-9.000
ELAIS-N1,3102561,245.68073,53.65639,0.9902,23.861
ELAIS-N1,1091702,240.49786,54.68867,1.7701,26.769
ELAIS-N1,669898,241.84623,53.66841,1.5656,25.647
ELAIS-N1,352370,243.55189,53.04278,1.7151,25.877
ELAIS-N1,508020,243.41303,53.81263,0.7845,23.544
ELAIS-N1,2072433,241.11372,52.89825,0.8139,23.742
ELAIS-N1,2362587,240.21681,55.50280,0.5940,23.044
ELAIS-N1,2779912,243.49065,52.68133,1.1082,24.018
ELAIS-N1,3298327,244.42027,55.08399,1.3454,24.711
ELAIS-N1,2703755,244.06653,54.95227,1.6786,25.676
ELAIS-N1,3196284,242.93819,54.50884,1.9058,27.310
ELAIS-N1,3094140,240.98841,54.96424,0.3412,22.458
ELAIS-N1,508258,245.21326,55.19173,0.7749,23.739
ELAIS-N1,1629464,244.60868,56.08834,1.5259,26.504
ELAIS-N1,2500436,240.67236,53.99281,0.9055,24.112
ELAIS-N1,2441117,242.80586,53.93276,0.7755,23.746
ELAIS-N1,448810,242.90946,53.03074,0.4275,22.524
ELAIS-N1,1054319,242.74053,55.40712,0.8917,23.622
ELAIS-N1,1542560,240.03466,54.85644,1.6360,25.545
ELAIS-N1,434709,241.33712,54.18491,0.5389,22.730
ELAIS-N1,793506,245.60007,55.10794,0.6732,23.465
ELAIS-N1,1592464,243.49396,54.47286,1.4144,25.873
ELAIS-N1,2690442,239.78155,54.12489,1.7083,25.322
ELAIS-N1,1702881,240.50823,54.01683,1.1131,24.740
ELAIS-N1,481908,242.43095,55.14385,1.7159,25.905
ELAIS-N1,2923025,240.48970,53.34371,0.6504,23.042
ELAIS-N1,2475375,241.44881,56.04057,0.6991,23.578
ELAIS-N1,1046143,243.45577,52.81390,1.3111,25.546
ELAIS-N1,125325,241.63776,55.92114,1.3831,25.589
ELAIS-N1,3079302,242.09357,52.59693,0.8342,24.022
ELAIS-N1,3326171,243.35964,55.46692,1.1557,24.729
ELAIS-N1,1947553,241.79082,55.92114,1.2237,24.560
ELAIS-N1,2505871,241.12562,54.90435,0.8973,23.582
ELAIS-N1,536017,240.93564,54.84446,1.7515,26.697
ELAIS-N1,899264,241.37601,55.49084,1.8941,26.745
ELAIS-N1,2600098,241.80352,54.37690,0.9539,24.242
ELAIS-N1,974622,242.35905,54.80851,0.8014,23.363
ELAIS-N1,1387018,242.07648,54.01683,1.2446,24.782
ELAIS-N1,1267469,245.04518,55.34730,0.9904,23.868
ELAIS-N1,2795810,241.82067,53.93276,2.3651,-9.000
ELAIS-N1,1660976,243.21765,52.99461,1.2787,24.779
ELAIS-N1,495426,243.48294,54.97622,1.2550,24.727
ELAIS-N1,798137,240.90895,52.98257,1.3297,24.530
ELAIS-N1,950971,242.38702,54.02884,1.8449,26.193
ELAIS-N1,2959063,241.44901,55.55063,1.0473,23.917
ELAIS-N1,2117009,241.17693,52.81390,1.5887,25.374
ELAIS-N1,1518384,239.05321,54.89238,0.8814,24.346
ELAIS-N1,1486752,243.37030,53.87270,1.9193,27.084
ELAIS-N1,877640,241.41519,55.96892,1.3566,24.657
ELAIS-N1,1649474,241.15869,54.07687,0.8311,23.860
ELAIS-N1,175869,240.68737,55.84946,0.9710,23.944
ELAIS-N1,2490023,242.02662,55.58651,0.1386,20.351
ELAIS-N1,1038788,242.66723,55.50280,0.7880,23.588
ELAIS-N1,1697001,242.51196,53.58426,1.5655,26.423
ELAIS-N1,2402425,244.01307,53.57223,0.3168,22.148
ELAIS-N1,1424684,243.00000,55.74191,1.4275,25.029
ELAIS-N1,2353585,243.01195,55.04807,1.4452,25.334
ELAIS-N1,3282057,244.27127,53.82464,1.5263,25.569
ELAIS-N1,1849670,241.57817,54.59277,1.9544,26.985
ELAIS-N1,617459,240.07508,55.23961,1.7409,25.977
ELAIS-N1,1608286,240.99136,55.07202,1.5677,25.343
ELAIS-N1,1927226,241.93727,55.43104,2.3877,-9.000
ELAIS-N1,2922950,242.75111,53.45197,0.7822,23.790
ELAIS-N1,110747,239.57725,55.01215,0.4000,22.193
ELAIS-N1,253623,242.17283,55.16779,1.6050,25.507
ELAIS-N1,1613530,242.32716,54.92831,1.0827,24.394
ELAIS-N1,1031852,240.04323,53.72851,0.9136,23.806
ELAIS-N1,2613972,239.89923,53.69245,0.9565,23.934
ELAIS-N1,2239785,244.09348,53.07891,0.5552,22.537
ELAIS-N1,1358552,240.67330,55.64628,1.2178,24.880
ELAIS-N1,569543,242.06111,55.65824,1.7117,26.038
ELAIS-N1,1086446,245.01009,55.52672,0.8451,23.846
ELAIS-N1,18676,242.28409,54.24492,2.1494,-9.000
ELAIS-N1,1601295,241.72941,55.50280,1.3255,24.792
ELAIS-N1,1949458,239.50907,54.17291,1.4295,24.910
ELAIS-N1,2395095,245.60423,55.45496,0.8238,24.102
ELAIS-N1,206613,245.72251,54.74860,0.8057,23.811
ELAIS-N1,1438756,241.56577,54.53282,0.4488,22.363
ELAIS-N1,2801379,240.96259,53.99281,0.5540,22.685
ELAIS-N1,392293,240.13675,53.03074,0.9254,23.905
ELAIS-N1,839364,242.40608,54.47286,1.2427,25.584
ELAIS-N1,1571392,241.95165,54.22092,1.4740,26.661
ELAIS-N1,286578,240.66241,54.52083,0.4188,22.360
ELAIS-N1,2570827,244.21800,53.60830,1.1366,24.715
ELAIS-N1,3065938,243.80509,54.44887,1.4346,25.147
ELAIS-N1,122154,242.81503,55.58651,1.5966,26.566
ELAIS-N1,2325131,240.21167,52.93439,0.5860,23.579
ELAIS-N1,725953,242.20802,54.11289,1.7295,26.739
ELAIS-N1,932567,243.98888,55.59846,1.4858,25.180
ELAIS-N1,2270640,244.88004,53.69245,1.3451,25.239
ELAIS-N1,1386397,243.15451,54.85644,0.7827,23.379
ELAIS-N1,1156175,240.91918,54.97622,1.2633,24.580
ELAIS-N1,191158,242.67474,56.00475,1.8015,25.947
ELAIS-N1,1378219,245.06436,54.84446,1.6252,26.331
ELAIS-N1,3295793,244.55714,53.40386,1.8818,26.093
ELAIS-N1,1497987,243.25205,53.06687,1.1655,24.272
ELAIS-N1,2939043,243.29934,52.95848,1.7844,27.325
ELAIS-N1,2482243,242.45611,55.65824,1.7282,25.503
ELAIS-N1,1630818,242.55169,52.89825,1.4079,25.376
ELAIS-N1,1545307,240.17219,54.61675,0.6952,23.291
ELAIS-N1,2175007,244.74935,54.10088,1.0731,24.237
ELAIS-N1,2679534,241.76672,54.42489,1.7127,26.377
ELAIS-N1,2691209,241.68763,55.89724,1.4393,25.485
ELAIS-N1,1863782,242.66698,52.93439,1.1731,24.349
ELAIS-N1,1562110,245.64967,54.72463,1.8134,26.404
ELAIS-N1,204250,240.60542,54.04085,0.4255,22.365
ELAIS-N1,2971431,242.63842,55.65824,0.6507,23.019
ELAIS-N1,488655,242.62281,56.26740,1.0553,23.949
ELAIS-N1,2033962,243.25135,53.39183,1.9094,26.233
ELAIS-N1,2752529,240.23120,53.05482,1.8035,26.599
ELAIS-N1,1245036,241.10432,54.85644,2.0390,26.929
ELAIS-N1,2017021,245.65098,53.96879,1.6023,26.189
ELAIS-N1,1886064,243.14584,52.69338,1.6738,25.526
ELAIS-N1,1382361,240.77117,55.49084,1.1145,23.949
